...1,2010 CS Code,2010 County Set Name,2010 County Set Description,FIPS State Code,FIPS County Code,2010 County Population,2010 Total CS Population
,"","","","","",,
,"","",Tennessee,"","",,6346105
,"","","","","",,
1165,47CS001,Anderson,Anderson,47,001,75129,75129
,"","","","","",,
1166,47CS002,Bedford+Lincoln+Moore,Bedford,47,003,45058,84781
,"","",Lincoln,47,103,33361,
,"","",Moore,47,127,6362,
,"","","","","",,
1167,47CS003,Benton+Carroll+Henry,Benton,47,005,16489,77341
,"","",Carroll,47,017,28522,
,"","",Henry,47,079,32330,
,"","","","","",,
1168,47CS004,Bledsoe+Rhea+Van Buren+White,Bledsoe,47,007,12876,76074
,"","",Rhea,47,143,31809,
,"","",Van Buren,47,175,5548,
,"","",White,47,185,25841,
,"","","","","",,
1169,47CS005,Blount+Loudon,Blount,47,009,123010,171566
,"","",Loudon,47,105,48556,
,"","","","","",,
1170,47CS006,Bradley+Polk,Bradley,47,011,98963,115788
,"","",Polk,47,139,16825,
,"","","","","",,
1171,47CS007,Campbell+Claiborne+Hancock+Scott,Campbell,47,013,40716,101976
,"","",Claiborne,47,025,32213,
,"","",Hancock,47,067,6819,
,"","",Scott,47,151,22228,
,"","","","","",,
,"","","","","",,
1172,47CS008,Cannon+DeKalb+Warren,Cannon,47,015,13801,72363
,"","",DeKalb,47,041,18723,
,"","",Warren,47,177,39839,
,"","","","","",,
,"","","","","",,
1173,47CS009,Carter+Johnson+Unicoi,Carter,47,019,57424,93981
,"","",Johnson,47,091,18244,
,"","",Unicoi,47,171,18313,
,"","","","","",,
1174,47CS010,Cheatham+Dickson,Cheatham,47,021,39105,88771
,"","",Dickson,47,043,49666,
,"","","","","",,
1175,47CS011,Chester+Madison,Chester,47,023,17131,115425
,"","",Madison,47,113,98294,
,"","","","","",,
1176,47CS012,Cocke+Jefferson,Cocke,47,029,35662,87069
,"","",Jefferson,47,089,51407,
,"","","","","",,
1177,47CS013,Coffee+Franklin,Coffee,47,031,52796,93848
,"","",Franklin,47,051,41052,
,"","","","","",,
1178,47CS014,Crockett+Gibson+Haywood,Crockett,47,033,14586,83056
,"","",Gibson,47,053,49683,
,"","",Haywood,47,075,18787,
,"","","","","",,
1179,47CS015,Cumberland+Fentress,Cumberland,47,035,56053,74012
,"","",Fentress,47,049,17959,
,"","","","","",,
1180,47CS016,Davidson,Davidson,47,037,626681,626681
,"","","","","",,
1181,47CS017,Decatur+Henderson+Lewis+Perry,Decatur,47,039,11757,59602
,"","",Henderson,47,077,27769,
,"","",Lewis,47,101,12161,
,"","",Perry,47,135,7915,
,"","","","","",,
1182,47CS018,Dyer+Lake+Lauderdale,Dyer,47,045,38335,73982
,"","",Lake,47,095,7832,
,"","",Lauderdale,47,097,27815,
,"","","","","",,
1183,47CS019,Fayette+Hardeman,Fayette,47,047,38413,65666
,"","",Hardeman,47,069,27253,
,"","","","","",,
1184,47CS020,Giles+Marshall,Giles,47,055,29485,60102
,"","",Marshall,47,117,30617,
,"","","","","",,
1185,47CS021,Grainger+Hamblen,Grainger,47,057,22657,85201
,"","",Hamblen,47,063,62544,
,"","","","","",,
1186,47CS022,Greene,Greene,47,059,68831,68831
,"","","","","",,
1187,47CS023,Grundy+Marion+Sequatchie,Grundy,47,061,13703,56052
,"","",Marion,47,115,28237,
,"","",Sequatchie,47,153,14112,
,"","","","","",,
1188,47CS024,Hamilton,Hamilton,47,065,336463,336463
,"","","","","",,
1189,47CS025,Hardin+McNairy,Hardin,47,071,26026,52101
,"","",McNairy,47,109,26075,
,"","","","","",,
1190,47CS026,Hawkins,Hawkins,47,073,56833,56833
,"","","","","",,
1191,47CS027,Hickman+Houston+Humphreys+Stewart,Hickman,47,081,24690,64978
,"","",Houston,47,083,8426,
,"","",Humphreys,47,085,18538,
,"","",Stewart,47,161,13324,
,"","","","","",,
1192,47CS028,Jackson+Putnam+Smith,Jackson,47,087,11638,103125
,"","",Putnam,47,141,72321,
,"","",Smith,47,159,19166,
,"","","","","",,
1193,47CS029,Knox+Union,Knox,47,093,432226,451335
,"","",Union,47,173,19109,
,"","","","","",,
1194,47CS030,Lawrence+Wayne,Lawrence,47,099,41869,58890
,"","",Wayne,47,181,17021,
,"","","","","",,
1195,47CS031,McMinn+Meigs+Monroe,McMinn,47,107,52266,108538
,"","",Meigs,47,121,11753,
,"","",Monroe,47,123,44519,
,"","","","","",,
1196,47CS032,Maury,Maury,47,119,80956,80956
,"","","","","",,
1197,47CS033,Montgomery,Montgomery,47,125,172331,172331
,"","","","","",,
1198,47CS034,Morgan+Roane,Morgan,47,129,21987,76168
,"","",Roane,47,145,54181,
,"","","","","",,
1199,47CS035,North Central Tennessee,Clay,47,027,7861,65139
,"","",Macon,47,111,22248,
,"","",Overton,47,133,22083,
,"","",Pickett,47,137,5077,
,"","",Trousdale,47,169,7870,
,"","","","","",,
1200,47CS036,Obion+Weakley,Obion,47,131,31807,66828
,"","",Weakley,47,183,35021,
,"","","","","",,
1201,47CS037,Robertson,Robertson,47,147,66283,66283
,"","","","","",,
1202,47CS038,Rutherford,Rutherford,47,149,262604,262604
,"","","","","",,
1203,47CS039,Sevier,Sevier,47,155,89889,89889
,"","","","","",,
1204,47CS040,Shelby,Shelby,47,157,927644,927644
,"","","","","",,
1205,47CS041,Sullivan,Sullivan,47,163,156823,156823
,"","","","","",,
1206,47CS042,Sumner,Sumner,47,165,160645,160645
,"","","","","",,
1207,47CS043,Tipton,Tipton,47,167,61081,61081
,"","","","","",,
1208,47CS044,Washington,Washington,47,179,122979,122979
,"","","","","",,
1209,47CS045,Williamson,Williamson,47,187,183182,183182
,"","","","","",,
1210,47CS046,Wilson,Wilson,47,189,113993,113993
,"","","","","",,
,"","",Texas,"","",,25086434
,"","","","","",,
1211,48CS001,Anderson+Houston,Anderson,48,001,58458,82190
,"","",Houston,48,225,23732,
,"","","","","",,
1212,48CS002,Angelina,Angelina,48,005,86771,86771
,"","","","","",,
1213,48CS003,Aransas+Calhoun+Refugio,Aransas,48,007,23158,51922
,"","",Calhoun,48,057,21381,
,"","",Refugio,48,391,7383,
,"","","","","",,
1214,48CS004,Archer+Wichita,Archer,48,009,9054,140554
,"","",Wichita,48,485,131500,
,"","","","","",,
1215,48CS005,Atascosa+Live Oak+McMullen,Atascosa,48,013,44911,57149
,"","",Live Oak,48,297,11531,
,"","",McMullen,48,311,707,
,"","","","","",,
1216,48CS006,Austin+Waller+Washington,Austin,48,015,28417,105340
,"","",Waller,48,473,43205,
,"","",Washington,48,477,33718,
,"","","","","",,
1217,48CS007,Bandera+Kendall+Kerr,Bandera,48,019,20485,103520
,"","",Kendall,48,259,33410,
,"","",Kerr,48,265,49625,
,"","","","","",,
1218,48CS008,Bastrop+Caldwell,Bastrop,48,021,74171,112237
,"","",Caldwell,48,055,38066,
,"","","","","",,
1219,48CS009,Bee+Goliad+Karnes,Bee,48,025,31861,53895
,"","",Goliad,48,175,7210,
,"","",Karnes,48,255,14824,
,"","","","","",,
1220,48CS010,Bell,Bell,48,027,310235,310235
,"","","","","",,
1221,48CS011,Bexar+Wilson,Bexar,48,029,1714773,1757691
,"","",Wilson,48,493,42918,
,"","","","","",,
1222,48CS012,Bosque+Hamilton+Hill,Bosque,48,035,18212,61818
,"","",Hamilton,48,193,8517,
,"","",Hill,48,217,35089,
,"","","","","",,
1223,48CS013,Bowie,Bowie,48,037,92565,92565
,"","","","","",,
1224,48CS014,Brazoria,Brazoria,48,039,313166,313166
,"","","","","",,
1225,48CS015,Brazos+Burleson+Grimes+Robertson,Brazos,48,041,194851,255264
,"","",Burleson,48,051,17187,
,"","",Grimes,48,185,26604,
,"","",Robertson,48,395,16622,
,"","","","","",,
1226,48CS016,Brown+Coleman+Mills,Brown,48,049,38106,51937
,"","",Coleman,48,083,8895,
,"","",Mills,48,333,4936,
,"","","","","",,
1227,48CS017,Burnet+Lampasas+Llano,Burnet,48,053,42750,81728
,"","",Lampasas,48,281,19677,
,"","",Llano,48,299,19301,
,"","","","","",,
1228,48CS018,Callahan and Nearby Counties,Callahan,48,059,13544,65337
,"","",Eastland,48,133,18583,
,"","",Jones,48,253,20202,
,"","",Shackelford,48,417,3378,
,"","",Stephens,48,429,9630,
,"","","","","",,
1229,48CS019,Cameron,Cameron,48,061,406220,406220
,"","","","","",,
1230,48CS020,Cass+Marion+Morris,Cass,48,067,30464,53944
,"","",Marion,48,315,10546,
,"","",Morris,48,343,12934,
,"","","","","",,
1231,48CS021,Chambers+Liberty,Chambers,48,071,35096,110739
,"","",Liberty,48,291,75643,
,"","","","","",,
1232,48CS022,Cherokee,Cherokee,48,073,50845,50845
,"","","","","",,
1233,48CS023,Clay+Cooke+Montague,Clay,48,077,10752,68908
,"","",Cooke,48,097,38437,
,"","",Montague,48,337,19719,
,"","","","","",,
1234,48CS024,Collin,Collin,48,085,782341,782341
,"","","","","",,
1235,48CS025,Comal,Comal,48,091,108472,108472
,"","","","","",,
1236,48CS026,Comanche+Erath+Somervell,Comanche,48,093,13974,60354
,"","",Erath,48,143,37890,
,"","",Somervell,48,425,8490,
,"","","","","",,
1237,48CS027,Coryell,Coryell,48,099,75388,75388
,"","","","","",,
1238,48CS028,Crockett+Kinney+Terrell+Val Verde,Crockett,48,105,3719,57180
,"","",Kinney,48,271,3598,
,"","",Terrell,48,443,984,
,"","",Val Verde,48,465,48879,
,"","","","","",,
1239,48CS029,Crosby+Floyd+Hale+Swisher,Crosby,48,107,6059,56632
,"","",Floyd,48,153,6446,
,"","",Hale,48,189,36273,
,"","",Swisher,48,437,7854,
,"","","","","",,
1240,48CS030,Dallas,Dallas,48,113,2368139,2368139
,"","","","","",,
1241,48CS031,Denton,Denton,48,121,662614,662614
,"","","","","",,
1242,48CS032,Dimmit+La Salle+Maverick,Dimmit,48,127,9996,71140
,"","",La Salle,48,283,6886,
,"","",Maverick,48,323,54258,
,"","","","","",,
1243,48CS033,Duval and Nearby Counties,Brooks,48,047,7223,79161
,"","",Duval,48,131,11782,
,"","",Jim Hogg,48,247,5300,
,"","",Jim Wells,48,249,40838,
,"","",Zapata,48,505,14018,
,"","","","","",,
1244,48CS034,Eastern Central Panhandle,Armstrong,48,011,1901,58539
,"","",Baylor,48,023,3726,
,"","",Briscoe,48,045,1637,
,"","",Childress,48,075,7041,
,"","",Cottle,48,101,1505,
,"","",Dickens,48,125,2444,
,"","",Donley,48,129,3677,
,"","",Foard,48,155,1336,
,"","",Hall,48,191,3353,
,"","",Hardeman,48,197,4139,
,"","",Haskell,48,207,5899,
,"","",King,48,269,286,
,"","",Knox,48,275,3719,
,"","",Motley,48,345,1210,
,"","",Stonewall,48,433,1490,
,"","",Throckmorton,48,447,1641,
,"","",Wilbarger,48,487,13535,
,"","","","","",,
1245,48CS035,Ector,Ector,48,135,137130,137130
,"","","","","",,
1246,48CS036,Ellis,Ellis,48,139,149610,149610
,"","","","","",,
1247,48CS037,El Paso,El Paso,48,141,800647,800647
,"","","","","",,
1248,48CS038,Falls+Lee+Milam,Falls,48,145,17866,59235
,"","",Lee,48,287,16612,
,"","",Milam,48,331,24757,
,"","","","","",,
1249,48CS039,Fannin+Lamar+Red River,Fannin,48,147,33915,96568
,"","",Lamar,48,277,49793,
,"","",Red River,48,387,12860,
,"","","","","",,
1250,48CS040,Fort Bend,Fort Bend,48,157,585375,585375
,"","","","","",,
1251,48CS041,Freestone+Leon+Limestone+Navarro,Freestone,48,161,19816,107736
,"","",Leon,48,289,16801,
,"","",Limestone,48,293,23384,
,"","",Navarro,48,349,47735,
,"","","","","",,
1252,48CS042,Frio+Medina+Uvalde+Zavala,Frio,48,163,17217,101305
,"","",Medina,48,325,46006,
,"","",Uvalde,48,463,26405,
,"","",Zavala,48,507,11677,
,"","","","","",,
1253,48CS043,Gaines and Nearby Counties,Andrews,48,003,14786,77389
,"","",Dawson,48,115,13833,
,"","",Gaines,48,165,17526,
,"","",Lynn,48,305,5915,
,"","",Martin,48,317,4799,
,"","",Terry,48,445,12651,
,"","",Yoakum,48,501,7879,
,"","","","","",,
1254,48CS044,Galveston,Galveston,48,167,291309,291309
,"","","","","",,
1255,48CS045,Grayson,Grayson,48,181,120877,120877
,"","","","","",,
1256,48CS046,Gregg,Gregg,48,183,121730,121730
,"","","","","",,
1257,48CS047,Guadalupe,Guadalupe,48,187,131533,131533
,"","","","","",,
1258,48CS048,Hardin,Hardin,48,199,54635,54635
,"","","","","",,
1259,48CS049,Harris,Harris,48,201,4092459,4092459
,"","","","","",,
1260,48CS050,Harrison+Upshur,Harrison,48,203,65631,104940
,"","",Upshur,48,459,39309,
,"","","","","",,
1261,48CS051,Hays,Hays,48,209,157107,157107
,"","","","","",,
1262,48CS052,Henderson,Henderson,48,213,78532,78532
,"","","","","",,
1263,48CS053,Hidalgo,Hidalgo,48,215,774769,774769
,"","","","","",,
1264,48CS054,Hood,Hood,48,221,51182,51182
,"","","","","",,
1265,48CS055,Hopkins and Nearby Counties,Camp,48,063,12401,137696
,"","",Delta,48,119,5231,
,"","",Franklin,48,159,10605,
,"","",Hopkins,48,223,35161,
,"","",Titus,48,449,32334,
,"","",Wood,48,499,41964,
,"","","","","",,
1266,48CS056,Hunt,Hunt,48,231,86129,86129
,"","","","","",,
1267,48CS057,Jack+Palo Pinto+Young,Jack,48,237,9044,55705
,"","",Palo Pinto,48,363,28111,
,"","",Young,48,503,18550,
,"","","","","",,
1268,48CS058,Jackson+Matagorda+Wharton,Jackson,48,239,14075,92057
,"","",Matagorda,48,321,36702,
,"","",Wharton,48,481,41280,
,"","","","","",,
1269,48CS059,Jasper+Newton,Jasper,48,241,35710,50155
,"","",Newton,48,351,14445,
,"","","","","",,
1270,48CS060,Jefferson,Jefferson,48,245,252273,252273
,"","","","","",,
1271,48CS061,Johnson,Johnson,48,251,150934,150934
,"","","","","",,
1272,48CS062,Kaufman,Kaufman,48,257,103350,103350
,"","","","","",,
1273,48CS063,Kenedy+Kleberg+Willacy,Kenedy,48,261,416,54611
,"","",Kleberg,48,273,32061,
,"","",Willacy,48,489,22134,
,"","","","","",,
1274,48CS064,Lavaca and Nearby Counties,Colorado,48,089,20874,104595
,"","",DeWitt,48,123,20097,
,"","",Fayette,48,149,24554,
,"","",Gonzales,48,177,19807,
,"","",Lavaca,48,285,19263,
,"","","","","",,
1275,48CS065,Lubbock,Lubbock,48,303,278831,278831
,"","","","","",,
1276,48CS066,McLennan,McLennan,48,309,234906,234906
,"","","","","",,
1277,48CS067,Madison+Trinity+Walker,Madison,48,313,13664,96110
,"","",Trinity,48,455,14585,
,"","",Walker,48,471,67861,
,"","","","","",,
1278,48CS068,Menard and Nearby Counties,Blanco,48,031,10497,98752
,"","",Coke,48,081,3320,
,"","",Concho,48,095,4087,
,"","",Edwards,48,137,2002,
,"","",Gillespie,48,171,24837,
,"","",Glasscock,48,173,1226,
,"","",Irion,48,235,1599,
,"","",Kimble,48,267,4607,
,"","",McCulloch,48,307,8283,
,"","",Mason,48,319,4012,
,"","",Menard,48,327,2242,
,"","",Reagan,48,383,3367,
,"","",Real,48,385,3309,
,"","",Runnels,48,399,10501,
,"","",San Saba,48,411,6131,
,"","",Schleicher,48,413,3461,
,"","",Sterling,48,431,1143,
,"","",Sutton,48,435,4128,
,"","","","","",,
1279,48CS069,Midland,Midland,48,329,136872,136872
,"","","","","",,
1280,48CS070,Montgomery,Montgomery,48,339,455746,455746
,"","","","","",,
1281,48CS071,Nacogdoches,Nacogdoches,48,347,64524,64524
,"","","","","",,
1282,48CS072,Northeast Panhandle,Collingsworth,48,087,3057,54876
,"","",Gray,48,179,22535,
,"","",Hansford,48,195,5613,
,"","",Hemphill,48,211,3807,
,"","",Lipscomb,48,295,3302,
,"","",Ochiltree,48,357,10223,
,"","",Roberts,48,393,929,
,"","",Wheeler,48,483,5410,
,"","","","","",,
1283,48CS073,Northwest Panhandle,Carson,48,065,6182,68087
,"","",Dallam,48,111,6703,
,"","",Hartley,48,205,6062,
,"","",Hutchinson,48,233,22150,
,"","",Moore,48,341,21904,
,"","",Oldham,48,359,2052,
,"","",Sherman,48,421,3034,
,"","","","","",,
1284,48CS074,Nueces,Nueces,48,355,340223,340223
,"","","","","",,
1285,48CS075,Orange,Orange,48,361,81837,81837
,"","","","","",,
1286,48CS076,Panola+Sabine+San Augustine+Shelby,Panola,48,365,23796,68943
,"","",Sabine,48,403,10834,
,"","",San Augustine,48,405,8865,
,"","",Shelby,48,419,25448,
,"","","","","",,
1287,48CS077,Parker,Parker,48,367,116927,116927
,"","","","","",,
1288,48CS078,Polk+San Jacinto+Tyler,Polk,48,373,45413,93563
,"","",San Jacinto,48,407,26384,
,"","",Tyler,48,457,21766,
,"","","","","",,
1289,48CS079,Potter,Potter,48,375,121073,121073
,"","","","","",,
1290,48CS080,Rains+Van Zandt,Rains,48,379,10914,63493
,"","",Van Zandt,48,467,52579,
,"","","","","",,
1291,48CS081,Randall,Randall,48,381,120725,120725
,"","","","","",,
1292,48CS082,Rockwall,Rockwall,48,397,78337,78337
,"","","","","",,
1293,48CS083,Rusk,Rusk,48,401,53330,53330
,"","","","","",,
1294,48CS084,San Patricio,San Patricio,48,409,64804,64804
,"","","","","",,
1295,48CS085,Scurry and Nearby Counties,Borden,48,033,641,88436
,"","",Fisher,48,151,3974,
,"","",Garza,48,169,6461,
,"","",Howard,48,227,35012,
,"","",Kent,48,263,808,
,"","",Mitchell,48,335,9403,
,"","",Nolan,48,353,15216,
,"","",Scurry,48,415,16921,
,"","","","","",,
1296,48CS086,Smith,Smith,48,423,209714,209714
,"","","","","",,
1297,48CS087,Starr,Starr,48,427,60968,60968
,"","","","","",,
1298,48CS088,Tarrant,Tarrant,48,439,1809034,1809034
,"","","","","",,
1299,48CS089,Taylor,Taylor,48,441,131506,131506
,"","","","","",,
1300,48CS090,Tom Green,Tom Green,48,451,110224,110224
,"","","","","",,
1301,48CS091,Travis,Travis,48,453,1024266,1024266
,"","","","","",,
1302,48CS092,Victoria,Victoria,48,469,86793,86793
,"","","","","",,
1303,48CS093,Webb,Webb,48,479,250304,250304
,"","","","","",,
1304,48CS094,Western Central Panhandle,Bailey,48,017,7165,84907
,"","",Castro,48,069,8062,
,"","",Cochran,48,079,3127,
,"","",Deaf Smith,48,117,19372,
,"","",Hockley,48,219,22935,
,"","",Lamb,48,279,13977,
,"","",Parmer,48,369,10269,
,"","","","","",,
1305,48CS095,"West Texas, excluding El Paso",Brewster,48,043,9232,80136
,"","",Crane,48,103,4375,
,"","",Culberson,48,109,2398,
,"","",Hudspeth,48,229,3476,
,"","",Jeff Davis,48,243,2342,
,"","",Loving,48,301,82,
,"","",Pecos,48,371,15507,
,"","",Presidio,48,377,7818,
,"","",Reeves,48,389,13783,
,"","",Upton,48,461,3355,
,"","",Ward,48,475,10658,
,"","",Winkler,48,495,7110,
,"","","","","",,
1306,48CS096,Williamson,Williamson,48,491,422679,422679
,"","","","","",,
1307,48CS097,Wise,Wise,48,497,59127,59127
,"","","","","",,
,"","",Utah,"","",,2763885
,"","","","","",,
1308,49CS001,Beaver+Iron+Millard,Beaver,49,001,6629,65295
,"","",Iron,49,021,46163,
,"","",Millard,49,027,12503,
,"","","","","",,
1309,49CS002,Box Elder+Cache+Rich,Box Elder,49,003,49975,164895
,"","",Cache,49,005,112656,
,"","",Rich,49,033,2264,
,"","","","","",,
1310,49CS003,Carbon+Daggett+Duchesne+Uintah,Carbon,49,007,21403,73657
,"","",Daggett,49,009,1059,
,"","",Duchesne,49,013,18607,
,"","",Uintah,49,047,32588,
,"","","","","",,
1311,49CS004,Davis,Davis,49,011,306479,306479
,"","","","","",,
1312,49CS005,Juab+Sanpete+Tooele,Juab,49,023,10246,96286
,"","",Sanpete,49,039,27822,
,"","",Tooele,49,045,58218,
,"","","","","",,
1313,49CS006,Morgan+Summit+Wasatch,Morgan,49,029,9469,69323
,"","",Summit,49,043,36324,
,"","",Wasatch,49,051,23530,
,"","","","","",,
1314,49CS007,Salt Lake,Salt Lake,49,035,1029655,1029655
,"","","","","",,
1315,49CS008,Utah (county),Utah (county),49,049,516564,516564
,"","","","","",,
1316,49CS009,Washington,Washington,49,053,138115,138115
,"","","","","",,
1317,49CS010,Wayne and Nearby Counties,Emery,49,015,10976,72380
,"","",Garfield,49,017,5172,
,"","",Grand,49,019,9225,
,"","",Kane,49,025,7125,
,"","",Piute,49,031,1556,
,"","",San Juan,49,037,14746,
,"","",Sevier,49,041,20802,
,"","",Wayne,49,055,2778,
,"","","","","",,
1318,49CS011,Weber,Weber,49,057,231236,231236
,"","","","","",,
,"","",Vermont,"","",,625741
,"","","","","",,
1319,50CS001,Addison+Chittenden,Addison,50,001,36821,193366
,"","",Chittenden,50,007,156545,
,"","","","","",,
1320,50CS002,Bennington+Windham,Bennington,50,003,37125,81638
,"","",Windham,50,025,44513,
,"","","","","",,
1321,50CS003,Caledonia+Essex+Orange,Caledonia,50,005,31227,66469
,"","",Essex,50,009,6306,
,"","",Orange,50,017,28936,
,"","","","","",,
1322,50CS004,Franklin+Grand Isle,Franklin,50,011,47746,54716
,"","",Grand Isle,50,013,6970,
,"","","","","",,
1323,50CS005,Lamoille+Orleans,Lamoille,50,015,24475,51706
,"","",Orleans,50,019,27231,
,"","","","","",,
1324,50CS006,Rutland,Rutland,50,021,61642,61642
,"","","","","",,
1325,50CS007,Washington,Washington,50,023,59534,59534
,"","","","","",,
1326,50CS008,Windsor,Windsor,50,027,56670,56670
,"","","","","",,
,"","",Virginia,"","",,8001024
,"","","","","",,
1327,51CS001,Accomack+Northampton+Virginia Beach (city),Accomack,51,001,33164,483547
,"","",Northampton,51,131,12389,
,"","",Virginia Beach (city),51,810,437994,
,"","","","","",,
1328,51CS002,Albemarle+Charlottesville (city),Albemarle,51,003,98970,142445
,"","",Charlottesville (city),51,540,43475,
,"","","","","",,
1329,51CS003,Alexandria (city),Alexandria (city),51,510,139966,139966
,"","","","","",,
1330,51CS004,Alleghany and Nearby Counties and Independent Cities,Alleghany,51,005,16250,62411
,"","",Bath,51,017,4731,
,"","",Botetourt,51,023,33148,
,"","",Covington (city),51,580,5961,
,"","",Highland,51,091,2321,
,"","","","","",,
1331,51CS005,Amelia+Brunswick+Lunenburg+Nottoway,Amelia,51,007,12690,58891
,"","",Brunswick,51,025,17434,
,"","",Lunenburg,51,111,12914,
,"","",Nottoway,51,135,15853,
,"","","","","",,
1332,51CS006,Amherst+Lynchburg (city)+Nelson,Amherst,51,009,32353,122941
,"","",Lynchburg (city),51,680,75568,
,"","",Nelson,51,125,15020,
,"","","","","",,
1333,51CS007,Appomattox+Campbell,Appomattox,51,011,14973,69815
,"","",Campbell,51,031,54842,
,"","","","","",,
1334,51CS008,Arlington,Arlington,51,013,207627,207627
,"","","","","",,
1335,51CS009,Augusta+Rockbridge and Independent Cities,Augusta,51,015,73750,154501
,"","",Buena Vista (city),51,530,6650,
,"","",Lexington (city),51,678,7042,
,"","",Rockbridge,51,163,22307,
,"","",Staunton (city),51,790,23746,
,"","",Waynesboro (city),51,820,21006,
,"","","","","",,
1336,51CS010,Bedford (county)+Bedford (city),Bedford (county),51,019,68676,74898
,"","",Bedford (city),51,515,6222,
,"","","","","",,
1337,51CS011,Bland+Smyth+Wythe,Bland,51,021,6824,68267
,"","",Smyth,51,173,32208,
,"","",Wythe,51,197,29235,
,"","","","","",,
1338,51CS012,Bristol (city)+Washington,Bristol (city),51,520,17835,72711
,"","",Washington,51,191,54876,
,"","","","","",,
1339,51CS013,Buchanan+Dickenson+Russell+Tazewell,Buchanan,51,027,24098,113976
,"","",Dickenson,51,051,15903,
,"","",Russell,51,167,28897,
,"","",Tazewell,51,185,45078,
,"","","","","",,
1340,51CS014,Carroll+Galax (city)+Grayson,Carroll,51,035,30042,52617
,"","",Galax (city),51,640,7042,
,"","",Grayson,51,077,15533,
,"","","","","",,
1341,51CS015,Charles City+Goochland+Henrico+New Kent,Charles City,51,036,7256,354337
,"","",Goochland,51,075,21717,
,"","",Henrico,51,087,306935,
,"","",New Kent,51,127,18429,
,"","","","","",,
1342,51CS016,Chesapeake (city),Chesapeake (city),51,550,222209,222209
,"","","","","",,
1343,51CS017,Chesterfield+Colonial Heights (city)+Powhatan,Chesterfield,51,041,316236,361693
,"","",Colonial Heights (city),51,570,17411,
,"","",Powhatan,51,145,28046,
,"","","","","",,
1344,51CS018,Clarke+Warren,Clarke,51,043,14034,51609
,"","",Warren,51,187,37575,
,"","","","","",,
1345,51CS019,Craig+Franklin (county)+Roanoke (county)+Salem (city),Craig,51,045,5190,178527
,"","",Franklin (county),51,067,56159,
,"","",Roanoke (county),51,161,92376,
,"","",Salem (city),51,775,24802,
,"","","","","",,
1350,51CS020,Culpeper+Madison+Rappahannock,Culpeper,51,047,46689,67370
,"","",Madison,51,113,13308,
,"","",Rappahannock,51,157,7373,
,"","","","","",,
1346,51CS021,Danville (city)+Pittsylvania,Danville (city),51,590,43055,106561
,"","",Pittsylvania,51,143,63506,
,"","","","","",,
1347,51CS022,Dinwiddie+Petersburg (city),Dinwiddie,51,053,28001,60421
,"","",Petersburg (city),51,730,32420,
,"","","","","",,
1348,51CS023,Fairfax (county)+Fairfax (city)+Falls Church (city),Fairfax (county),51,059,1081726,1116623
,"","",Fairfax (city),51,600,22565,
,"","",Falls Church (city),51,610,12332,
,"","","","","",,
1349,51CS024,Fauquier,Fauquier,51,061,65203,65203
,"","","","","",,
1351,51CS025,Floyd+Giles+Montgomery,Floyd,51,063,15279,126957
,"","",Giles,51,071,17286,
,"","",Montgomery,51,121,94392,
,"","","","","",,
1352,51CS026,Frederick+Winchester (city),Frederick,51,069,78305,104508
,"","",Winchester (city),51,840,26203,
,"","","","","",,
1353,51CS027,Fredericksburg (city)+Spotsylvania,Fredericksburg (city),51,630,24286,146683
,"","",Spotsylvania,51,177,122397,
,"","","","","",,
1354,51CS028,Greene+Louisa+Orange,Greene,51,079,18403,85037
,"","",Louisa,51,109,33153,
,"","",Orange,51,137,33481,
,"","","","","",,
1355,51CS029,Halifax+Mecklenburg,Halifax,51,083,36241,68968
,"","",Mecklenburg,51,117,32727,
,"","","","","",,
1356,51CS030,Hampton (city)+Poquoson (city),Hampton (city),51,650,137436,149586
,"","",Poquoson (city),51,735,12150,
,"","","","","",,
1357,51CS031,Hanover,Hanover,51,085,99863,99863
,"","","","","",,
1358,51CS032,Harrisonburg (city)+Rockingham,Harrisonburg (city),51,660,48914,125228
,"","",Rockingham,51,165,76314,
,"","","","","",,
1359,51CS033,Henry+Martinsville (city)+Patrick,Henry,51,089,54151,86462
,"","",Martinsville (city),51,690,13821,
,"","",Patrick,51,141,18490,
,"","","","","",,
1360,51CS034,Hopewell (city)+Prince George,Hopewell (city),51,670,22591,58316
,"","",Prince George,51,149,35725,
,"","","","","",,
1361,51CS035,James City +Williamsburg (city),James City,51,095,67009,81077
,"","",Williamsburg (city),51,830,14068,
,"","","","","",,
1362,51CS036,King and Queen and Nearby Counties,Caroline,51,033,28545,119371
,"","",Essex,51,057,11151,
,"","",Gloucester,51,073,36858,
,"","",King and Queen,51,097,6945,
,"","",King William,51,101,15935,
,"","",Mathews,51,115,8978,
,"","",Middlesex,51,119,10959,
,"","","","","",,
1363,51CS037,Lee+Norton (city)+Scott+Wise,Lee,51,105,25587,94174
,"","",Norton (city),51,720,3958,
,"","",Scott,51,169,23177,
,"","",Wise,51,195,41452,
,"","","","","",,
1364,51CS038,Loudoun,Loudoun,51,107,312311,312311
,"","","","","",,
1365,51CS039,Manassas (city)+Manassas Park (city),Manassas (city),51,683,37821,52094
,"","",Manassas Park (city),51,685,14273,
,"","","","","",,
1366,51CS040,Newport News (city),Newport News (city),51,700,180719,180719
,"","","","","",,
1367,51CS041,Norfolk (city),Norfolk (city),51,710,242803,242803
,"","","","","",,
